timestamp,temperature_C,humidity_%,solar_irradiation_W/m2
2020-01-01 10:15:00,18.43,66.19,441.72
2020-01-01 10:30:00,21.23,60.07,186.8
2020-01-01 10:45:00,22.95,64.71,516.64
2020-01-01 11:00:00,17.61,67.8,318.76
2020-01-01 11:15:00,16.89,71.36,401.85
2020-01-01 11:30:00,24.35,64.48,378.03
2020-01-01 11:45:00,19.82,47.43,202.45
2020-01-01 12:00:00,27.43,59.44,636.0
2020-01-01 12:15:00,26.76,70.35,94.83
2020-01-01 12:30:00,23.57,45.81,367.5
2020-01-01 12:45:00,18.35,76.9,317.13
2020-01-01 13:00:00,24.09,61.38,531.87
2020-01-01 13:15:00,16.77,65.0,363.38
2020-01-01 13:30:00,59.54,8.14,1384.42
2020-01-01 13:45:00,41.89,90.69,0.0
2020-01-01 14:00:00,21.12,66.46,351.37
2020-01-01 14:15:00,18.23,63.18,356.85
2020-01-01 14:30:00,20.06,47.28,464.09
2020-01-01 14:45:00,21.0,60.54,349.54
2020-01-01 15:00:00,23.42,61.01,313.56
2020-01-01 15:15:00,16.56,72.38,533.64
2020-01-01 15:30:00,20.21,64.23,205.88
2020-01-01 15:45:00,21.65,72.45,386.94
2020-01-01 16:00:00,20.0,56.13,482.63
2020-01-01 16:15:00,23.54,67.7,586.96
2020-01-01 16:30:00,-4.24,9.93,0.0
2020-01-01 16:45:00,14.02,59.58,587.8
2020-01-01 17:00:00,18.33,59.91,496.34
2020-01-01 17:15:00,23.04,60.1,371.66
2020-01-01 17:30:00,21.55,56.97,151.93
2020-01-01 17:45:00,19.66,66.78,520.99
2020-01-01 18:00:00,17.54,62.89,615.19
2020-01-01 18:15:00,22.66,62.42,154.63
2020-01-01 18:30:00,24.27,56.15,488.68
2020-01-01 18:45:00,22.58,60.97,172.78
2020-01-01 19:00:00,20.26,64.19,351.88
2020-01-01 19:15:00,19.34,59.6,562.85
2020-01-01 19:30:00,24.44,52.36,161.5
2020-01-01 19:45:00,22.09,55.2,290.72
2020-01-01 20:00:00,19.21,57.49,342.68
2020-01-01 20:15:00,24.1,69.84,434.67
2020-01-01 20:30:00,19.21,63.03,329.92
2020-01-01 20:45:00,3.56,92.47,0.0
2020-01-01 21:00:00,-8.08,96.01,0.0
2020-01-01 21:15:00,23.96,51.71,420.86
2020-01-01 21:30:00,21.81,54.65,263.9
2020-01-01 21:45:00,20.4,75.38,536.66
2020-01-01 22:00:00,25.94,73.31,447.43
2020-01-01 22:15:00,20.77,35.92,600.9
2020-01-01 22:30:00,46.65,95.03,0.0
2020-01-01 22:45:00,16.63,54.8,655.7
2020-01-01 23:00:00,22.88,43.01,298.44
2020-01-01 23:15:00,-5.85,91.2,0.0
2020-01-01 23:30:00,18.03,57.35,439.89
2020-01-01 23:45:00,25.97,62.47,383.16
2020-01-02 00:00:00,18.38,76.64,533.23
2020-01-02 00:15:00,2.99,5.27,1592.11
2020-01-02 00:30:00,26.02,64.78,432.9
2020-01-02 00:45:00,21.15,54.27,610.09
2020-01-02 01:00:00,24.51,71.13,539.96
2020-01-02 01:15:00,20.75,70.68,340.25
2020-01-02 01:30:00,17.91,64.18,278.76
2020-01-02 01:45:00,21.19,53.35,470.43
2020-01-02 02:00:00,25.04,45.38,296.33
2020-01-02 02:15:00,19.61,63.96,354.75
2020-01-02 02:30:00,3.99,93.07,0.0
2020-01-02 02:45:00,20.86,65.76,285.21
2020-01-02 03:00:00,19.07,63.37,402.44
2020-01-02 03:15:00,24.99,68.93,529.08
2020-01-02 03:30:00,20.83,61.54,170.01
2020-01-02 03:45:00,20.06,59.87,436.21
2020-01-02 04:00:00,23.0,57.78,639.94
2020-01-02 04:15:00,20.52,49.32,46.35
2020-01-02 04:30:00,21.02,46.89,295.7
2020-01-02 04:45:00,17.18,39.53,458.77
2020-01-02 05:00:00,-9.21,97.58,1207.58
2020-01-02 05:15:00,24.75,63.18,376.89
2020-01-02 05:30:00,17.73,50.09,618.79
2020-01-02 05:45:00,22.28,75.09,221.31
2020-01-02 06:00:00,18.07,64.5,285.25
2020-01-02 06:15:00,22.14,62.77,288.29
2020-01-02 06:30:00,46.24,97.25,1447.13
2020-01-02 06:45:00,19.67,69.28,406.0
2020-01-02 07:00:00,19.55,58.96,738.28
2020-01-02 07:15:00,19.86,52.34,564.99
2020-01-02 07:30:00,24.09,57.51,375.15
2020-01-02 07:45:00,23.62,64.48,274.05
2020-01-02 08:00:00,25.04,71.2,726.24
2020-01-02 08:15:00,24.42,64.35,267.36
2020-01-02 08:30:00,24.92,47.53,276.74
2020-01-02 08:45:00,23.34,66.92,480.91
2020-01-02 09:00:00,16.32,63.39,255.98
2020-01-02 09:15:00,24.48,62.3,92.91
2020-01-02 09:30:00,22.04,49.6,180.06
2020-01-02 09:45:00,23.68,77.94,792.0
2020-01-02 10:00:00,24.55,61.74,721.45
2020-01-02 10:15:00,21.26,54.6,527.51
2020-01-02 10:30:00,17.85,51.95,594.54
2020-01-02 10:45:00,17.11,63.01,472.54
2020-01-02 11:00:00,15.55,60.04,198.82
2020-01-02 11:15:00,21.69,72.15,412.13
2020-01-02 11:30:00,24.03,55.51,551.98
2020-01-02 11:45:00,17.73,53.57,580.35
2020-01-02 12:00:00,24.97,76.49,577.09
2020-01-02 12:15:00,25.15,65.39,430.71
2020-01-02 12:30:00,26.47,50.91,501.64
2020-01-02 12:45:00,18.84,51.31,460.25
2020-01-02 13:00:00,24.03,69.16,592.71
2020-01-02 13:15:00,17.82,73.08,371.66
2020-01-02 13:30:00,20.81,70.61,199.83
2020-01-02 13:45:00,22.61,64.27,553.48
2020-01-02 14:00:00,21.41,35.35,382.94
2020-01-02 14:15:00,-3.16,9.56,1277.56
2020-01-02 14:30:00,19.42,67.91,678.6
2020-01-02 14:45:00,20.47,55.71,307.65
2020-01-02 15:00:00,21.75,55.25,145.77
2020-01-02 15:15:00,20.58,80.22,364.87
2020-01-02 15:30:00,22.93,63.48,446.7
2020-01-02 15:45:00,45.8,94.06,1558.79
2020-01-02 16:00:00,23.48,65.82,513.48
2020-01-02 16:15:00,18.4,55.32,396.18
2020-01-02 16:30:00,24.11,48.49,139.79
2020-01-02 16:45:00,22.9,52.05,236.21
2020-01-02 17:00:00,22.33,62.1,422.79
2020-01-02 17:15:00,21.78,56.25,167.34
2020-01-02 17:30:00,19.93,57.89,500.29
2020-01-02 17:45:00,20.71,56.92,464.9
2020-01-02 18:00:00,21.53,76.89,670.45
2020-01-02 18:15:00,19.11,55.61,477.47
2020-01-02 18:30:00,20.33,76.18,285.59
2020-01-02 18:45:00,20.51,69.26,225.22
2020-01-02 19:00:00,16.07,63.12,268.77
2020-01-02 19:15:00,27.51,56.45,617.46
2020-01-02 19:30:00,22.75,47.42,230.82
2020-01-02 19:45:00,20.9,61.6,744.77
2020-01-02 20:00:00,25.76,73.75,273.39
2020-01-02 20:15:00,19.61,44.74,399.42
2020-01-02 20:30:00,24.53,44.46,595.95
2020-01-02 20:45:00,26.08,58.73,442.85
2020-01-02 21:00:00,50.8,2.91,1352.33
2020-01-02 21:15:00,13.04,82.64,412.9
2020-01-02 21:30:00,26.22,37.16,510.75
2020-01-02 21:45:00,20.97,50.64,179.03
2020-01-02 22:00:00,19.63,38.68,358.97
2020-01-02 22:15:00,24.96,64.34,84.14
2020-01-02 22:30:00,3.81,2.97,0.0
2020-01-02 22:45:00,23.82,59.55,360.06
2020-01-02 23:00:00,20.52,65.48,408.58
2020-01-02 23:15:00,20.75,78.77,189.77
2020-01-02 23:30:00,21.79,79.73,257.26
2020-01-02 23:45:00,23.76,67.13,231.44
2020-01-03 00:00:00,22.08,59.97,401.34
2020-01-03 00:15:00,26.61,59.99,423.72
2020-01-03 00:30:00,22.14,70.57,486.13
2020-01-03 00:45:00,20.08,63.24,288.85
2020-01-03 01:00:00,19.37,53.81,319.01
2020-01-03 01:15:00,19.76,44.11,338.67
2020-01-03 01:30:00,21.6,76.24,442.5
2020-01-03 01:45:00,19.94,40.76,367.64
2020-01-03 02:00:00,22.36,63.37,378.64
2020-01-03 02:15:00,20.02,60.61,371.52
2020-01-03 02:30:00,25.89,61.19,437.44
2020-01-03 02:45:00,25.35,45.8,415.65
2020-01-03 03:00:00,23.33,79.98,160.99
2020-01-03 03:15:00,24.41,64.75,530.22
2020-01-03 03:30:00,21.29,56.91,228.7
2020-01-03 03:45:00,27.17,55.84,148.95
2020-01-03 04:00:00,24.44,40.98,576.09
2020-01-03 04:15:00,22.83,69.09,405.34
2020-01-03 04:30:00,24.81,49.85,384.53
2020-01-03 04:45:00,-1.74,0.27,1447.91
2020-01-03 05:00:00,23.41,65.51,834.34
2020-01-03 05:15:00,23.33,64.53,352.29
2020-01-03 05:30:00,22.83,66.81,250.5
2020-01-03 05:45:00,22.91,47.98,417.44
2020-01-03 06:00:00,49.08,6.48,0.0
2020-01-03 06:15:00,19.37,62.24,550.2
2020-01-03 06:30:00,20.15,69.78,578.3
2020-01-03 06:45:00,43.79,0.53,0.0
2020-01-03 07:00:00,21.12,58.73,315.82
2020-01-03 07:15:00,1.05,9.65,1377.1
2020-01-03 07:30:00,41.31,99.78,0.0
2020-01-03 07:45:00,29.3,40.28,326.47
2020-01-03 08:00:00,19.08,59.64,463.23
2020-01-03 08:15:00,22.03,55.9,450.86
2020-01-03 08:30:00,19.24,77.32,521.63
2020-01-03 08:45:00,15.18,58.48,380.0
2020-01-03 09:00:00,20.95,64.7,345.76
2020-01-03 09:15:00,20.04,68.65,311.7
2020-01-03 09:30:00,46.0,7.61,1440.68
2020-01-03 09:45:00,20.17,69.24,365.69
2020-01-03 10:00:00,21.04,60.84,557.35
2020-01-03 10:15:00,47.07,90.66,1252.82
2020-01-03 10:30:00,24.98,63.02,248.66
2020-01-03 10:45:00,17.82,75.24,331.06
2020-01-03 11:00:00,20.94,62.81,510.52
2020-01-03 11:15:00,55.44,94.51,1422.08
2020-01-03 11:30:00,24.04,60.13,376.72
2020-01-03 11:45:00,22.68,70.78,250.96
2020-01-03 12:00:00,22.25,57.95,389.29
2020-01-03 12:15:00,20.62,62.34,496.62
2020-01-03 12:30:00,19.94,60.21,393.63
2020-01-03 12:45:00,20.55,44.11,359.72
2020-01-03 13:00:00,17.63,67.79,398.69
2020-01-03 13:15:00,21.09,61.64,306.61
2020-01-03 13:30:00,26.38,53.16,642.05
2020-01-03 13:45:00,42.99,91.95,1410.29
2020-01-03 14:00:00,22.08,46.14,459.39
2020-01-03 14:15:00,21.05,77.9,408.51
2020-01-03 14:30:00,54.03,99.14,1500.07
2020-01-03 14:45:00,19.99,54.97,448.11
2020-01-03 15:00:00,26.5,62.11,532.79
2020-01-03 15:15:00,23.52,53.17,330.59
2020-01-03 15:30:00,23.65,50.95,141.22
2020-01-03 15:45:00,20.78,56.9,256.28
2020-01-03 16:00:00,20.28,71.45,236.62
2020-01-03 16:15:00,24.0,51.31,506.95
2020-01-03 16:30:00,25.18,61.53,517.3
2020-01-03 16:45:00,26.27,46.75,459.55
2020-01-03 17:00:00,48.14,2.37,1496.43
2020-01-03 17:15:00,20.34,53.58,170.62
2020-01-03 17:30:00,22.44,61.96,306.16
2020-01-03 17:45:00,22.23,64.61,652.89
2020-01-03 18:00:00,18.32,66.58,370.17
2020-01-03 18:15:00,4.17,2.25,0.0
2020-01-03 18:30:00,20.77,65.2,197.02
2020-01-03 18:45:00,20.87,67.63,209.66
2020-01-03 19:00:00,24.76,50.3,362.45
2020-01-03 19:15:00,22.69,47.78,498.44
2020-01-03 19:30:00,19.54,65.98,428.07
2020-01-03 19:45:00,-6.11,9.65,1376.67
2020-01-03 20:00:00,22.99,60.24,279.41
2020-01-03 20:15:00,21.81,68.65,345.58
2020-01-03 20:30:00,25.86,41.9,459.83
2020-01-03 20:45:00,23.24,80.21,527.38
2020-01-03 21:00:00,25.17,77.08,634.52
2020-01-03 21:15:00,22.12,62.58,537.66
2020-01-03 21:30:00,47.5,97.25,1286.52
2020-01-03 21:45:00,19.94,41.53,679.61
2020-01-03 22:00:00,19.13,56.33,466.66
2020-01-03 22:15:00,19.24,63.96,567.55
2020-01-03 22:30:00,27.69,54.14,342.23
2020-01-03 22:45:00,26.4,65.54,253.53
2020-01-03 23:00:00,26.08,45.84,533.8
2020-01-03 23:15:00,24.22,58.52,448.07
2020-01-03 23:30:00,14.88,51.91,525.49
2020-01-03 23:45:00,4.96,92.88,0.0
2020-01-04 00:00:00,24.66,67.56,212.95
2020-01-04 00:15:00,23.99,64.63,396.0
2020-01-04 00:30:00,18.62,51.12,390.19
2020-01-04 00:45:00,28.56,55.23,409.93
2020-01-04 01:00:00,20.04,59.07,108.05
2020-01-04 01:15:00,24.35,61.69,411.9
2020-01-04 01:30:00,23.42,62.26,438.37
2020-01-04 01:45:00,26.2,70.66,516.22
2020-01-04 02:00:00,-8.49,92.1,1239.98
2020-01-04 02:15:00,27.61,67.6,242.68
2020-01-04 02:30:00,24.78,29.41,474.62
2020-01-04 02:45:00,23.77,52.15,482.37
2020-01-04 03:00:00,19.0,49.9,636.63
2020-01-04 03:15:00,20.96,68.45,331.79
2020-01-04 03:30:00,17.46,67.82,486.49
2020-01-04 03:45:00,21.38,47.48,504.92
2020-01-04 04:00:00,20.79,51.52,438.93
2020-01-04 04:15:00,20.32,60.14,261.42
2020-01-04 04:30:00,-3.86,97.08,1202.61
2020-01-04 04:45:00,23.81,76.09,353.11
2020-01-04 05:00:00,22.05,56.84,375.01
2020-01-04 05:15:00,17.78,65.52,397.85
2020-01-04 05:30:00,22.6,55.87,380.28
2020-01-04 05:45:00,20.53,65.55,485.72
2020-01-04 06:00:00,15.16,65.25,298.39
2020-01-04 06:15:00,25.58,73.9,408.17
2020-01-04 06:30:00,21.78,62.1,451.88
2020-01-04 06:45:00,24.65,51.56,323.36
2020-01-04 07:00:00,24.63,75.32,172.29
2020-01-04 07:15:00,19.95,58.87,397.79
2020-01-04 07:30:00,26.51,61.6,450.44
2020-01-04 07:45:00,22.62,51.67,624.41
2020-01-04 08:00:00,21.35,72.68,514.93
2020-01-04 08:15:00,20.69,52.34,353.38
2020-01-04 08:30:00,20.07,42.1,498.69
2020-01-04 08:45:00,-3.3,93.24,1514.2
2020-01-04 09:00:00,21.61,59.81,514.16
2020-01-04 09:15:00,-7.19,4.23,1224.78
2020-01-04 09:30:00,56.85,97.61,1423.96
2020-01-04 09:45:00,-7.8,91.04,0.0
2020-01-04 10:00:00,20.84,66.03,168.25
2020-01-04 10:15:00,22.84,69.78,446.26
2020-01-04 10:30:00,19.79,53.79,442.52
2020-01-04 10:45:00,23.61,55.37,486.12
2020-01-04 11:00:00,27.8,60.6,396.36
2020-01-04 11:15:00,19.46,47.31,387.35
2020-01-04 11:30:00,21.65,54.33,459.75
2020-01-04 11:45:00,20.63,46.25,657.2
2020-01-04 12:00:00,55.12,3.82,1258.91
2020-01-04 12:15:00,3.19,92.03,1488.25
2020-01-04 12:30:00,17.07,64.26,424.49
2020-01-04 12:45:00,19.98,51.04,595.49
2020-01-04 13:00:00,24.4,53.31,568.89
2020-01-04 13:15:00,17.46,54.48,418.88
2020-01-04 13:30:00,26.5,69.15,309.29
2020-01-04 13:45:00,18.7,68.67,447.06
2020-01-04 14:00:00,28.38,64.9,440.54
2020-01-04 14:15:00,18.23,77.95,494.14
2020-01-04 14:30:00,30.37,46.62,473.64
2020-01-04 14:45:00,51.21,97.1,1409.51
2020-01-04 15:00:00,57.96,99.41,1513.25
2020-01-04 15:15:00,24.64,48.94,202.85
2020-01-04 15:30:00,20.18,66.18,424.06
2020-01-04 15:45:00,19.43,67.41,377.38
2020-01-04 16:00:00,20.68,43.55,621.69
2020-01-04 16:15:00,-9.01,1.27,1213.87
2020-01-04 16:30:00,22.88,60.4,174.29
2020-01-04 16:45:00,24.91,51.8,292.64
2020-01-04 17:00:00,52.85,93.42,1503.09
2020-01-04 17:15:00,-2.07,0.21,1507.37
2020-01-04 17:30:00,20.79,40.45,310.94
2020-01-04 17:45:00,23.33,70.44,279.46
2020-01-04 18:00:00,25.33,71.16,360.91
2020-01-04 18:15:00,19.25,54.89,371.18
2020-01-04 18:30:00,21.4,56.04,349.27
2020-01-04 18:45:00,0.22,2.22,1510.23
2020-01-04 19:00:00,25.12,56.88,418.41
2020-01-04 19:15:00,42.3,1.41,1215.62
2020-01-04 19:30:00,54.62,2.47,1406.11
2020-01-04 19:45:00,20.61,53.35,459.44
2020-01-04 20:00:00,23.07,73.22,275.63
2020-01-04 20:15:00,19.21,67.69,448.77
2020-01-04 20:30:00,19.29,43.91,259.11
2020-01-04 20:45:00,24.45,53.8,374.43
2020-01-04 21:00:00,23.84,74.28,635.2
2020-01-04 21:15:00,18.24,63.86,462.47
2020-01-04 21:30:00,16.43,64.01,341.72
2020-01-04 21:45:00,19.6,55.01,176.51
2020-01-04 22:00:00,20.53,57.3,321.31
2020-01-04 22:15:00,43.61,0.88,1502.1
2020-01-04 22:30:00,20.18,54.47,345.91
2020-01-04 22:45:00,23.07,68.95,440.02
2020-01-04 23:00:00,25.06,68.39,415.26
2020-01-04 23:15:00,22.61,64.94,658.06
2020-01-04 23:30:00,20.48,68.78,439.9
2020-01-04 23:45:00,21.13,65.05,272.3
2020-01-05 00:00:00,23.81,74.5,436.03
2020-01-05 00:15:00,4.37,93.91,0.0
2020-01-05 00:30:00,19.82,57.43,258.1
2020-01-05 00:45:00,21.82,64.99,510.57
2020-01-05 01:00:00,26.28,54.01,506.95
2020-01-05 01:15:00,24.51,72.4,467.32
2020-01-05 01:30:00,17.7,58.21,349.66
2020-01-05 01:45:00,24.17,59.2,388.25
2020-01-05 02:00:00,22.69,83.76,430.37
2020-01-05 02:15:00,22.6,61.41,417.14
2020-01-05 02:30:00,20.53,71.35,393.07
2020-01-05 02:45:00,24.6,49.06,243.68
2020-01-05 03:00:00,0.92,90.11,1429.76
2020-01-05 03:15:00,20.09,79.48,868.2
2020-01-05 03:30:00,22.82,69.35,132.49
2020-01-05 03:45:00,-7.0,99.78,0.0
2020-01-05 04:00:00,22.85,51.53,741.49
2020-01-05 04:15:00,21.51,36.18,363.9
2020-01-05 04:30:00,20.36,57.48,454.29
2020-01-05 04:45:00,19.62,67.77,386.59
2020-01-05 05:00:00,23.72,60.13,419.92
2020-01-05 05:15:00,21.74,60.62,575.34
2020-01-05 05:30:00,22.68,76.31,617.72
2020-01-05 05:45:00,20.34,70.68,414.21
2020-01-05 06:00:00,20.91,77.33,512.76
2020-01-05 06:15:00,26.62,63.8,560.42
2020-01-05 06:30:00,22.61,59.77,527.35
2020-01-05 06:45:00,23.03,51.32,438.12
2020-01-05 07:00:00,21.32,53.92,322.86
2020-01-05 07:15:00,20.78,64.08,446.21
2020-01-05 07:30:00,21.4,84.87,379.2
2020-01-05 07:45:00,43.73,0.53,0.0
2020-01-05 08:00:00,23.37,67.05,302.49
2020-01-05 08:15:00,46.86,94.24,1578.95
2020-01-05 08:30:00,26.0,33.91,242.85
2020-01-05 08:45:00,17.25,65.2,184.11
2020-01-05 09:00:00,22.06,58.28,451.94
2020-01-05 09:15:00,18.75,54.18,473.06
2020-01-05 09:30:00,28.31,58.31,186.35
2020-01-05 09:45:00,21.07,61.64,302.66
2020-01-05 10:00:00,22.3,36.49,440.63
2020-01-05 10:15:00,15.86,47.3,622.56
2020-01-05 10:30:00,24.22,88.93,344.59
2020-01-05 10:45:00,19.09,52.02,362.64
2020-01-05 11:00:00,23.14,85.86,461.74
2020-01-05 11:15:00,25.78,59.27,415.52
2020-01-05 11:30:00,24.14,25.23,356.85
2020-01-05 11:45:00,22.36,69.99,52.64
2020-01-05 12:00:00,16.59,48.93,525.12
2020-01-05 12:15:00,22.52,54.98,491.68
2020-01-05 12:30:00,23.77,66.48,144.04
2020-01-05 12:45:00,25.35,35.31,312.76
2020-01-05 13:00:00,23.04,66.54,327.4
2020-01-05 13:15:00,22.72,72.27,342.47
2020-01-05 13:30:00,26.44,52.37,227.17
2020-01-05 13:45:00,19.87,53.47,248.32
2020-01-05 14:00:00,26.81,70.81,183.11
2020-01-05 14:15:00,20.72,56.19,394.53
2020-01-05 14:30:00,21.54,72.88,276.13
2020-01-05 14:45:00,22.29,60.39,372.63
2020-01-05 15:00:00,19.26,63.55,281.74
2020-01-05 15:15:00,22.18,67.14,129.68
2020-01-05 15:30:00,21.83,53.61,525.07
2020-01-05 15:45:00,21.09,58.84,412.47
2020-01-05 16:00:00,28.66,52.33,357.64
2020-01-05 16:15:00,20.91,55.36,505.74
2020-01-05 16:30:00,3.64,98.78,0.0
2020-01-05 16:45:00,18.64,64.88,308.73
2020-01-05 17:00:00,25.47,69.18,446.82
2020-01-05 17:15:00,23.47,67.44,528.59
2020-01-05 17:30:00,-0.3,6.98,0.0
2020-01-05 17:45:00,22.6,61.77,540.55
2020-01-05 18:00:00,25.43,61.57,690.37
2020-01-05 18:15:00,18.85,59.46,409.18
2020-01-05 18:30:00,17.47,61.05,539.68
2020-01-05 18:45:00,-1.64,98.97,1323.46
2020-01-05 19:00:00,23.19,42.67,339.61
2020-01-05 19:15:00,24.06,59.5,375.84
2020-01-05 19:30:00,19.59,48.31,402.26
2020-01-05 19:45:00,29.03,41.44,221.64
2020-01-05 20:00:00,43.8,1.81,1203.34
2020-01-05 20:15:00,24.22,63.13,371.36
2020-01-05 20:30:00,-0.32,95.63,1288.97
2020-01-05 20:45:00,26.06,67.51,667.53
2020-01-05 21:00:00,20.34,71.94,351.59
2020-01-05 21:15:00,22.81,44.77,32.54
2020-01-05 21:30:00,23.08,48.82,431.83
2020-01-05 21:45:00,25.99,53.26,463.7
2020-01-05 22:00:00,18.58,54.09,503.32
2020-01-05 22:15:00,26.87,59.37,300.73
2020-01-05 22:30:00,21.77,55.02,534.53
2020-01-05 22:45:00,21.5,32.72,217.46
2020-01-05 23:00:00,25.42,73.06,225.69
2020-01-05 23:15:00,25.28,58.03,237.57
2020-01-05 23:30:00,19.63,74.16,379.86
2020-01-05 23:45:00,19.98,58.11,168.2
2020-01-06 00:00:00,17.06,62.56,316.11
2020-01-06 00:15:00,23.05,57.19,341.39
2020-01-06 00:30:00,20.6,57.51,470.14
2020-01-06 00:45:00,18.6,45.37,339.06
2020-01-06 01:00:00,20.0,69.7,667.55
2020-01-06 01:15:00,0.28,3.7,0.0
2020-01-06 01:30:00,-4.32,99.98,1250.87
2020-01-06 01:45:00,21.4,57.59,622.19
2020-01-06 02:00:00,21.67,87.13,507.7
2020-01-06 02:15:00,22.96,54.42,329.71
2020-01-06 02:30:00,21.7,57.19,746.49
2020-01-06 02:45:00,26.22,51.69,214.76
2020-01-06 03:00:00,51.18,6.1,0.0
2020-01-06 03:15:00,17.41,47.85,492.22
2020-01-06 03:30:00,22.32,63.49,323.79
2020-01-06 03:45:00,22.99,53.15,446.73
2020-01-06 04:00:00,23.16,56.82,397.45
2020-01-06 04:15:00,20.69,67.59,223.17
2020-01-06 04:30:00,20.77,78.69,427.15
2020-01-06 04:45:00,16.61,37.58,510.16
2020-01-06 05:00:00,22.85,60.57,268.63
2020-01-06 05:15:00,23.26,74.81,99.47
2020-01-06 05:30:00,23.75,40.95,416.31
2020-01-06 05:45:00,21.71,70.12,695.1
2020-01-06 06:00:00,21.57,62.07,345.68
2020-01-06 06:15:00,24.47,50.21,645.25
2020-01-06 06:30:00,24.66,61.55,191.52
2020-01-06 06:45:00,21.19,39.6,550.81
2020-01-06 07:00:00,24.63,58.07,429.04
2020-01-06 07:15:00,21.02,62.35,185.76
2020-01-06 07:30:00,20.63,49.57,408.03
2020-01-06 07:45:00,49.06,4.37,1409.88
2020-01-06 08:00:00,19.32,74.18,353.4
2020-01-06 08:15:00,23.23,72.4,184.24
2020-01-06 08:30:00,20.12,83.42,202.85
2020-01-06 08:45:00,16.17,48.14,319.43
2020-01-06 09:00:00,22.52,55.48,631.99
2020-01-06 09:15:00,22.77,79.01,299.2
2020-01-06 09:30:00,3.69,93.79,0.0
2020-01-06 09:45:00,22.39,65.99,408.42
2020-01-06 10:00:00,26.49,62.01,523.31
2020-01-06 10:15:00,23.81,52.93,197.88
2020-01-06 10:30:00,21.89,67.1,289.52
2020-01-06 10:45:00,19.56,48.88,384.83
2020-01-06 11:00:00,15.79,67.42,546.63
2020-01-06 11:15:00,18.29,64.38,377.38
2020-01-06 11:30:00,18.81,65.77,349.01
2020-01-06 11:45:00,41.07,92.29,1485.72
2020-01-06 12:00:00,23.24,58.36,382.01
2020-01-06 12:15:00,25.42,65.33,394.15
2020-01-06 12:30:00,25.21,58.03,573.14
2020-01-06 12:45:00,23.68,50.75,520.53
2020-01-06 13:00:00,20.96,60.29,468.05
2020-01-06 13:15:00,22.93,64.34,395.14
2020-01-06 13:30:00,19.62,70.56,519.84
2020-01-06 13:45:00,24.21,94.82,577.94
2020-01-06 14:00:00,25.97,59.79,296.33
2020-01-06 14:15:00,23.23,71.2,357.77
2020-01-06 14:30:00,23.09,72.16,269.95
2020-01-06 14:45:00,23.45,63.24,214.42
2020-01-06 15:00:00,-3.31,95.19,0.0
2020-01-06 15:15:00,25.7,51.85,351.62
2020-01-06 15:30:00,25.27,57.61,679.85
2020-01-06 15:45:00,19.2,58.89,186.93
2020-01-06 16:00:00,25.13,55.78,36.85
2020-01-06 16:15:00,15.92,68.89,540.03
2020-01-06 16:30:00,21.53,75.26,351.45
2020-01-06 16:45:00,24.89,61.46,308.2
2020-01-06 17:00:00,17.42,50.94,504.5
2020-01-06 17:15:00,18.71,68.5,368.08
2020-01-06 17:30:00,20.54,59.98,300.99
2020-01-06 17:45:00,19.96,66.88,351.49
2020-01-06 18:00:00,26.13,63.27,219.56
2020-01-06 18:15:00,-2.13,8.67,0.0
2020-01-06 18:30:00,26.05,53.12,608.05
